scenario_id,condition,generated_at,is_valid,invalid_reason,compliance_mL_per_cmH2O,resistance_cmH2O_L_s,respiratory_rate,tidal_volume_mL,tidal_volume_mL_per_kg,ie_ratio,peep_cmH2O,flow_pattern,ppeak_cmH2O,pplat_cmH2O,driving_p_cmH2O,mean_paw_cmH2O,auto_peep_cmH2O,delivered_vt_mL,minute_vent_L
VCV_COPD_C060_R014_VT04_RR016_PEEP16_IE050_DEC,COPD,2026-05-07T05:39:53.244173+00:00,True,,60.0,14.0,16,280.0,4.0,0.5,16,decelerating,23.09,20.7,4.7,18.38,0.26,277.76,4.444
VCV_COPD_C060_R014_VT04_RR016_PEEP16_IE033_SQR,COPD,2026-05-07T05:39:53.244579+00:00,True,,60.0,14.0,16,280.0,4.0,0.33,16,square,25.05,20.66,4.66,17.9,0.17,276.85,4.43
VCV_COPD_C060_R014_VT04_RR016_PEEP16_IE033_DEC,COPD,2026-05-07T05:39:53.244989+00:00,True,,60.0,14.0,16,280.0,4.0,0.33,16,decelerating,24.74,20.71,4.71,18.1,0.17,276.85,4.43
VCV_COPD_C060_R014_VT04_RR016_PEEP20_IE100_SQR,COPD,2026-05-07T05:39:53.245397+00:00,True,,60.0,14.0,16,280.0,4.0,1.0,20,square,27.34,24.68,4.68,22.67,0.57,279.25,4.468
VCV_COPD_C060_R014_VT04_RR016_PEEP20_IE100_DEC,COPD,2026-05-07T05:39:53.245803+00:00,True,,60.0,14.0,16,280.0,4.0,1.0,20,decelerating,26.22,24.7,4.7,23.05,0.57,279.25,4.468
VCV_COPD_C060_R014_VT04_RR016_PEEP20_IE050_SQR,COPD,2026-05-07T05:39:53.246209+00:00,True,,60.0,14.0,16,280.0,4.0,0.5,20,square,28.06,24.67,4.67,22.13,0.25,277.76,4.444
VCV_COPD_C060_R014_VT04_RR016_PEEP20_IE050_DEC,COPD,2026-05-07T05:39:53.246615+00:00,True,,60.0,14.0,16,280.0,4.0,0.5,20,decelerating,27.09,24.7,4.7,22.38,0.26,277.76,4.444
VCV_COPD_C060_R014_VT04_RR016_PEEP20_IE033_SQR,COPD,2026-05-07T05:39:53.247021+00:00,True,,60.0,14.0,16,280.0,4.0,0.33,20,square,29.05,24.66,4.66,21.9,0.17,276.85,4.43
VCV_COPD_C060_R014_VT04_RR016_PEEP20_IE033_DEC,COPD,2026-05-07T05:39:53.247428+00:00,True,,60.0,14.0,16,280.0,4.0,0.33,20,decelerating,28.74,24.71,4.71,22.1,0.17,276.85,4.43
VCV_COPD_C060_R014_VT04_RR024_PEEP00_IE100_SQR,COPD,2026-05-07T05:39:53.247811+00:00,True,,60.0,14.0,24,280.0,4.0,1.0,0,square,9.18,4.67,4.67,3.62,1.38,277.76,6.666
VCV_COPD_C060_R014_VT04_RR024_PEEP00_IE100_DEC,COPD,2026-05-07T05:39:53.248194+00:00,True,,60.0,14.0,24,280.0,4.0,1.0,0,decelerating,8.23,4.7,4.7,3.99,1.39,277.76,6.666
VCV_COPD_C060_R014_VT04_RR024_PEEP00_IE050_SQR,COPD,2026-05-07T05:39:53.248587+00:00,True,,60.0,14.0,24,280.0,4.0,0.5,0,square,10.1,4.65,4.65,2.86,0.75,275.52,6.612
VCV_COPD_C060_R014_VT04_RR024_PEEP00_IE050_DEC,COPD,2026-05-07T05:39:53.248980+00:00,True,,60.0,14.0,24,280.0,4.0,0.5,0,decelerating,10.28,4.7,4.7,3.12,0.76,275.52,6.612
VCV_COPD_C060_R014_VT04_RR024_PEEP00_IE033_SQR,COPD,2026-05-07T05:39:53.249374+00:00,True,,60.0,14.0,24,280.0,4.0,0.33,0,square,11.55,4.66,4.66,2.59,0.56,275.35,6.608
VCV_COPD_C060_R014_VT04_RR024_PEEP00_IE033_DEC,COPD,2026-05-07T05:39:53.249768+00:00,True,,60.0,14.0,24,280.0,4.0,0.33,0,decelerating,13.36,4.74,4.74,2.8,0.57,275.35,6.608
VCV_COPD_C060_R014_VT04_RR024_PEEP08_IE100_SQR,COPD,2026-05-07T05:39:53.250163+00:00,True,,60.0,14.0,24,280.0,4.0,1.0,8,square,17.18,12.67,4.67,11.62,1.38,277.76,6.666
VCV_COPD_C060_R014_VT04_RR024_PEEP08_IE100_DEC,COPD,2026-05-07T05:39:53.250551+00:00,True,,60.0,14.0,24,280.0,4.0,1.0,8,decelerating,16.23,12.7,4.7,11.99,1.39,277.76,6.666
VCV_COPD_C060_R014_VT04_RR024_PEEP08_IE050_SQR,COPD,2026-05-07T05:39:53.250944+00:00,True,,60.0,14.0,24,280.0,4.0,0.5,8,square,18.1,12.65,4.65,10.86,0.75,275.52,6.612
VCV_COPD_C060_R014_VT04_RR024_PEEP08_IE050_DEC,COPD,2026-05-07T05:39:53.251350+00:00,True,,60.0,14.0,24,280.0,4.0,0.5,8,decelerating,18.28,12.7,4.7,11.12,0.76,275.52,6.612
VCV_COPD_C060_R014_VT04_RR024_PEEP08_IE033_SQR,COPD,2026-05-07T05:39:53.251747+00:00,True,,60.0,14.0,24,280.0,4.0,0.33,8,square,19.55,12.66,4.66,10.59,0.56,275.35,6.608
VCV_COPD_C060_R014_VT04_RR024_PEEP08_IE033_DEC,COPD,2026-05-07T05:39:53.252140+00:00,True,,60.0,14.0,24,280.0,4.0,0.33,8,decelerating,21.36,12.74,4.74,10.8,0.57,275.35,6.608
VCV_COPD_C060_R014_VT04_RR024_PEEP16_IE100_SQR,COPD,2026-05-07T05:39:53.252532+00:00,True,,60.0,14.0,24,280.0,4.0,1.0,16,square,25.18,20.67,4.67,19.62,1.38,277.76,6.666
VCV_COPD_C060_R014_VT04_RR024_PEEP16_IE100_DEC,COPD,2026-05-07T05:39:53.252914+00:00,True,,60.0,14.0,24,280.0,4.0,1.0,16,decelerating,24.23,20.7,4.7,19.99,1.39,277.76,6.666
VCV_COPD_C060_R014_VT04_RR024_PEEP16_IE050_SQR,COPD,2026-05-07T05:39:53.253307+00:00,True,,60.0,14.0,24,280.0,4.0,0.5,16,square,26.1,20.65,4.65,18.86,0.75,275.52,6.612
VCV_COPD_C060_R014_VT04_RR024_PEEP16_IE050_DEC,COPD,2026-05-07T05:39:53.253700+00:00,True,,60.0,14.0,24,280.0,4.0,0.5,16,decelerating,26.28,20.7,4.7,19.12,0.76,275.52,6.612
VCV_COPD_C060_R014_VT04_RR024_PEEP16_IE033_SQR,COPD,2026-05-07T05:39:53.254094+00:00,True,,60.0,14.0,24,280.0,4.0,0.33,16,square,27.55,20.66,4.66,18.59,0.56,275.35,6.608
VCV_COPD_C060_R014_VT04_RR024_PEEP16_IE033_DEC,COPD,2026-05-07T05:39:53.254490+00:00,True,,60.0,14.0,24,280.0,4.0,0.33,16,decelerating,29.36,20.74,4.74,18.8,0.57,275.35,6.608
VCV_COPD_C060_R014_VT04_RR024_PEEP20_IE100_SQR,COPD,2026-05-07T05:39:53.254882+00:00,True,,60.0,14.0,24,280.0,4.0,1.0,20,square,29.18,24.67,4.67,23.62,1.38,277.76,6.666
VCV_COPD_C060_R014_VT04_RR024_PEEP20_IE100_DEC,COPD,2026-05-07T05:39:53.255270+00:00,True,,60.0,14.0,24,280.0,4.0,1.0,20,decelerating,28.23,24.7,4.7,23.99,1.39,277.76,6.666
VCV_COPD_C060_R014_VT04_RR024_PEEP20_IE050_SQR,COPD,2026-05-07T05:39:53.255675+00:00,True,,60.0,14.0,24,280.0,4.0,0.5,20,square,30.1,24.65,4.65,22.86,0.75,275.52,6.612
VCV_COPD_C060_R014_VT04_RR024_PEEP20_IE050_DEC,COPD,2026-05-07T05:39:53.256077+00:00,True,,60.0,14.0,24,280.0,4.0,0.5,20,decelerating,30.28,24.7,4.7,23.12,0.76,275.52,6.612
VCV_COPD_C060_R014_VT04_RR024_PEEP20_IE033_SQR,COPD,2026-05-07T05:39:53.256475+00:00,True,,60.0,14.0,24,280.0,4.0,0.33,20,square,31.55,24.66,4.66,22.59,0.56,275.35,6.608
VCV_COPD_C060_R014_VT04_RR024_PEEP20_IE033_DEC,COPD,2026-05-07T05:39:53.256868+00:00,True,,60.0,14.0,24,280.0,4.0,0.33,20,decelerating,33.36,24.74,4.74,22.8,0.57,275.35,6.608
VCV_COPD_C060_R014_VT04_RR030_PEEP00_IE100_SQR,COPD,2026-05-07T05:39:53.257247+00:00,True,,60.0,14.0,30,280.0,4.0,1.0,0,square,10.66,4.67,4.67,4.34,2.07,277.2,8.316
VCV_COPD_C060_R014_VT04_RR030_PEEP00_IE100_DEC,COPD,2026-05-07T05:39:53.257625+00:00,True,,60.0,14.0,30,280.0,4.0,1.0,0,decelerating,10.14,4.71,4.71,4.72,2.1,277.2,8.316
VCV_COPD_C060_R014_VT04_RR030_PEEP00_IE050_SQR,COPD,2026-05-07T05:39:53.258013+00:00,True,,60.0,14.0,30,280.0,4.0,0.5,0,square,11.79,4.69,4.69,3.47,1.22,277.2,8.316
VCV_COPD_C060_R014_VT04_RR030_PEEP00_IE050_DEC,COPD,2026-05-07T05:39:53.258411+00:00,True,,60.0,14.0,30,280.0,4.0,0.5,0,decelerating,13.14,4.76,4.76,3.75,1.24,277.2,8.316
VCV_COPD_C060_R014_VT04_RR030_PEEP00_IE033_SQR,COPD,2026-05-07T05:39:53.258798+00:00,True,,60.0,14.0,30,280.0,4.0,0.33,0,square,13.56,4.7,4.7,3.14,0.96,276.48,8.294
VCV_COPD_C060_R014_VT04_RR030_PEEP00_IE033_DEC,COPD,2026-05-07T05:39:53.259185+00:00,True,,60.0,14.0,30,280.0,4.0,0.33,0,decelerating,16.96,4.8,4.8,3.38,0.97,276.48,8.294
VCV_COPD_C060_R014_VT04_RR030_PEEP08_IE100_SQR,COPD,2026-05-07T05:39:53.259564+00:00,True,,60.0,14.0,30,280.0,4.0,1.0,8,square,18.66,12.67,4.67,12.34,2.07,277.2,8.316
VCV_COPD_C060_R014_VT04_RR030_PEEP08_IE100_DEC,COPD,2026-05-07T05:39:53.259944+00:00,True,,60.0,14.0,30,280.0,4.0,1.0,8,decelerating,18.14,12.71,4.71,12.72,2.1,277.2,8.316
VCV_COPD_C060_R014_VT04_RR030_PEEP08_IE050_SQR,COPD,2026-05-07T05:39:53.260330+00:00,True,,60.0,14.0,30,280.0,4.0,0.5,8,square,19.79,12.69,4.69,11.47,1.22,277.2,8.316
VCV_COPD_C060_R014_VT04_RR030_PEEP08_IE050_DEC,COPD,2026-05-07T05:39:53.260716+00:00,True,,60.0,14.0,30,280.0,4.0,0.5,8,decelerating,21.14,12.76,4.76,11.75,1.24,277.2,8.316
VCV_COPD_C060_R014_VT04_RR030_PEEP08_IE033_SQR,COPD,2026-05-07T05:39:53.261104+00:00,True,,60.0,14.0,30,280.0,4.0,0.33,8,square,21.56,12.7,4.7,11.14,0.96,276.48,8.294
VCV_COPD_C060_R014_VT04_RR030_PEEP08_IE033_DEC,COPD,2026-05-07T05:39:53.261493+00:00,True,,60.0,14.0,30,280.0,4.0,0.33,8,decelerating,24.96,12.8,4.8,11.38,0.97,276.48,8.294
VCV_COPD_C060_R014_VT04_RR030_PEEP16_IE100_SQR,COPD,2026-05-07T05:39:53.261879+00:00,True,,60.0,14.0,30,280.0,4.0,1.0,16,square,26.66,20.67,4.67,20.34,2.07,277.2,8.316
VCV_COPD_C060_R014_VT04_RR030_PEEP16_IE100_DEC,COPD,2026-05-07T05:39:53.262262+00:00,True,,60.0,14.0,30,280.0,4.0,1.0,16,decelerating,26.14,20.71,4.71,20.72,2.1,277.2,8.316
VCV_COPD_C060_R014_VT04_RR030_PEEP16_IE050_SQR,COPD,2026-05-07T05:39:53.262647+00:00,True,,60.0,14.0,30,280.0,4.0,0.5,16,square,27.79,20.69,4.69,19.47,1.22,277.2,8.316
VCV_COPD_C060_R014_VT04_RR030_PEEP16_IE050_DEC,COPD,2026-05-07T05:39:53.263033+00:00,True,,60.0,14.0,30,280.0,4.0,0.5,16,decelerating,29.14,20.76,4.76,19.75,1.24,277.2,8.316
VCV_COPD_C060_R014_VT04_RR030_PEEP16_IE033_SQR,COPD,2026-05-07T05:39:53.263420+00:00,True,,60.0,14.0,30,280.0,4.0,0.33,16,square,29.56,20.7,4.7,19.14,0.96,276.48,8.294
VCV_COPD_C060_R014_VT04_RR030_PEEP16_IE033_DEC,COPD,2026-05-07T05:39:53.263810+00:00,True,,60.0,14.0,30,280.0,4.0,0.33,16,decelerating,32.96,20.8,4.8,19.38,0.97,276.48,8.294
VCV_COPD_C060_R014_VT04_RR030_PEEP20_IE100_SQR,COPD,2026-05-07T05:39:53.264192+00:00,True,,60.0,14.0,30,280.0,4.0,1.0,20,square,30.66,24.67,4.67,24.34,2.07,277.2,8.316
VCV_COPD_C060_R014_VT04_RR030_PEEP20_IE100_DEC,COPD,2026-05-07T05:39:53.264572+00:00,True,,60.0,14.0,30,280.0,4.0,1.0,20,decelerating,30.14,24.71,4.71,24.72,2.1,277.2,8.316
VCV_COPD_C060_R014_VT04_RR030_PEEP20_IE050_SQR,COPD,2026-05-07T05:39:53.264965+00:00,True,,60.0,14.0,30,280.0,4.0,0.5,20,square,31.79,24.69,4.69,23.47,1.22,277.2,8.316
VCV_COPD_C060_R014_VT04_RR030_PEEP20_IE050_DEC,COPD,2026-05-07T05:39:53.265351+00:00,True,,60.0,14.0,30,280.0,4.0,0.5,20,decelerating,33.14,24.76,4.76,23.75,1.24,277.2,8.316
VCV_COPD_C060_R014_VT04_RR030_PEEP20_IE033_SQR,COPD,2026-05-07T05:39:53.265738+00:00,True,,60.0,14.0,30,280.0,4.0,0.33,20,square,33.56,24.7,4.7,23.14,0.96,276.48,8.294
VCV_COPD_C060_R014_VT04_RR030_PEEP20_IE033_DEC,COPD,2026-05-07T05:39:53.266161+00:00,True,,60.0,14.0,30,280.0,4.0,0.33,20,decelerating,36.96,24.8,4.8,23.38,0.97,276.48,8.294
VCV_COPD_C060_R014_VT06_RR008_PEEP00_IE100_SQR,COPD,2026-05-07T05:39:53.266614+00:00,True,,60.0,14.0,8,420.0,6.0,1.0,0,square,8.65,7.0,7.0,2.75,0.08,418.88,3.351
VCV_COPD_C060_R014_VT06_RR008_PEEP00_IE100_DEC,COPD,2026-05-07T05:39:53.267067+00:00,True,,60.0,14.0,8,420.0,6.0,1.0,0,decelerating,7.46,7.02,7.02,3.32,0.08,418.88,3.351
VCV_COPD_C060_R014_VT06_RR008_PEEP00_IE050_SQR,COPD,2026-05-07T05:39:53.267531+00:00,True,,60.0,14.0,8,420.0,6.0,0.5,0,square,9.37,7.0,7.0,2.16,0.02,418.32,3.347
VCV_COPD_C060_R014_VT06_RR008_PEEP00_IE050_DEC,COPD,2026-05-07T05:39:53.267994+00:00,True,,60.0,14.0,8,420.0,6.0,0.5,0,decelerating,7.85,7.03,7.03,2.54,0.02,418.32,3.347
VCV_COPD_C060_R014_VT06_RR008_PEEP00_IE033_SQR,COPD,2026-05-07T05:39:53.268470+00:00,True,,60.0,14.0,8,420.0,6.0,0.33,0,square,10.16,7.0,7.0,1.86,0.01,417.54,3.34
VCV_COPD_C060_R014_VT06_RR008_PEEP00_IE033_DEC,COPD,2026-05-07T05:39:53.268943+00:00,True,,60.0,14.0,8,420.0,6.0,0.33,0,decelerating,8.49,7.03,7.03,2.15,0.01,417.54,3.34
VCV_COPD_C060_R014_VT06_RR008_PEEP08_IE100_SQR,COPD,2026-05-07T05:39:53.269396+00:00,True,,60.0,14.0,8,420.0,6.0,1.0,8,square,16.65,15.0,7.0,10.75,0.08,418.88,3.351
VCV_COPD_C060_R014_VT06_RR008_PEEP08_IE100_DEC,COPD,2026-05-07T05:39:53.269847+00:00,True,,60.0,14.0,8,420.0,6.0,1.0,8,decelerating,15.46,15.02,7.02,11.32,0.08,418.88,3.351
VCV_COPD_C060_R014_VT06_RR008_PEEP08_IE050_SQR,COPD,2026-05-07T05:39:53.270356+00:00,True,,60.0,14.0,8,420.0,6.0,0.5,8,square,17.37,15.0,7.0,10.16,0.02,418.32,3.347
VCV_COPD_C060_R014_VT06_RR008_PEEP08_IE050_DEC,COPD,2026-05-07T05:39:53.270816+00:00,True,,60.0,14.0,8,420.0,6.0,0.5,8,decelerating,15.85,15.03,7.03,10.54,0.02,418.32,3.347
VCV_COPD_C060_R014_VT06_RR008_PEEP08_IE033_SQR,COPD,2026-05-07T05:39:53.271290+00:00,True,,60.0,14.0,8,420.0,6.0,0.33,8,square,18.16,15.0,7.0,9.86,0.01,417.54,3.34
VCV_COPD_C060_R014_VT06_RR008_PEEP08_IE033_DEC,COPD,2026-05-07T05:39:53.271763+00:00,True,,60.0,14.0,8,420.0,6.0,0.33,8,decelerating,16.49,15.03,7.03,10.15,0.01,417.54,3.34
VCV_COPD_C060_R014_VT06_RR008_PEEP16_IE100_SQR,COPD,2026-05-07T05:39:53.272219+00:00,True,,60.0,14.0,8,420.0,6.0,1.0,16,square,24.65,23.0,7.0,18.75,0.08,418.88,3.351
VCV_COPD_C060_R014_VT06_RR008_PEEP16_IE100_DEC,COPD,2026-05-07T05:39:53.272675+00:00,True,,60.0,14.0,8,420.0,6.0,1.0,16,decelerating,23.46,23.02,7.02,19.32,0.08,418.88,3.351
VCV_COPD_C060_R014_VT06_RR008_PEEP16_IE050_SQR,COPD,2026-05-07T05:39:53.273137+00:00,True,,60.0,14.0,8,420.0,6.0,0.5,16,square,25.37,23.0,7.0,18.16,0.02,418.32,3.347
VCV_COPD_C060_R014_VT06_RR008_PEEP16_IE050_DEC,COPD,2026-05-07T05:39:53.273598+00:00,True,,60.0,14.0,8,420.0,6.0,0.5,16,decelerating,23.85,23.03,7.03,18.54,0.02,418.32,3.347
VCV_COPD_C060_R014_VT06_RR008_PEEP16_IE033_SQR,COPD,2026-05-07T05:39:53.274075+00:00,True,,60.0,14.0,8,420.0,6.0,0.33,16,square,26.16,23.0,7.0,17.86,0.01,417.54,3.34
VCV_COPD_C060_R014_VT06_RR008_PEEP16_IE033_DEC,COPD,2026-05-07T05:39:53.274547+00:00,True,,60.0,14.0,8,420.0,6.0,0.33,16,decelerating,24.49,23.03,7.03,18.15,0.01,417.54,3.34
VCV_COPD_C060_R014_VT06_RR008_PEEP20_IE100_SQR,COPD,2026-05-07T05:39:53.275005+00:00,True,,60.0,14.0,8,420.0,6.0,1.0,20,square,28.65,27.0,7.0,22.75,0.08,418.88,3.351
VCV_COPD_C060_R014_VT06_RR008_PEEP20_IE100_DEC,COPD,2026-05-07T05:39:53.275460+00:00,True,,60.0,14.0,8,420.0,6.0,1.0,20,decelerating,27.46,27.02,7.02,23.32,0.08,418.88,3.351
VCV_COPD_C060_R014_VT06_RR008_PEEP20_IE050_SQR,COPD,2026-05-07T05:39:53.275922+00:00,True,,60.0,14.0,8,420.0,6.0,0.5,20,square,29.37,27.0,7.0,22.16,0.02,418.32,3.347
VCV_COPD_C060_R014_VT06_RR008_PEEP20_IE050_DEC,COPD,2026-05-07T05:39:53.276400+00:00,True,,60.0,14.0,8,420.0,6.0,0.5,20,decelerating,27.85,27.03,7.03,22.54,0.02,418.32,3.347
VCV_COPD_C060_R014_VT06_RR008_PEEP20_IE033_SQR,COPD,2026-05-07T05:39:53.276876+00:00,True,,60.0,14.0,8,420.0,6.0,0.33,20,square,30.16,27.0,7.0,21.86,0.01,417.54,3.34
VCV_COPD_C060_R014_VT06_RR008_PEEP20_IE033_DEC,COPD,2026-05-07T05:39:53.277352+00:00,True,,60.0,14.0,8,420.0,6.0,0.33,20,decelerating,28.49,27.03,7.03,22.15,0.01,417.54,3.34
VCV_COPD_C060_R014_VT06_RR016_PEEP00_IE100_SQR,COPD,2026-05-07T05:39:53.277762+00:00,True,,60.0,14.0,16,420.0,6.0,1.0,0,square,11.01,7.02,7.02,4.01,0.85,418.88,6.702
VCV_COPD_C060_R014_VT06_RR016_PEEP00_IE100_DEC,COPD,2026-05-07T05:39:53.278173+00:00,True,,60.0,14.0,16,420.0,6.0,1.0,0,decelerating,9.33,7.06,7.06,4.57,0.86,418.88,6.702
VCV_COPD_C060_R014_VT06_RR016_PEEP00_IE050_SQR,COPD,2026-05-07T05:39:53.278584+00:00,True,,60.0,14.0,16,420.0,6.0,0.5,0,square,12.08,7.0,7.0,3.19,0.38,416.64,6.666
VCV_COPD_C060_R014_VT06_RR016_PEEP00_IE050_DEC,COPD,2026-05-07T05:39:53.278992+00:00,True,,60.0,14.0,16,420.0,6.0,0.5,0,decelerating,10.64,7.06,7.06,3.58,0.38,416.64,6.666
VCV_COPD_C060_R014_VT06_RR016_PEEP00_IE033_SQR,COPD,2026-05-07T05:39:53.279401+00:00,True,,60.0,14.0,16,420.0,6.0,0.33,0,square,13.57,7.0,7.0,2.85,0.26,415.28,6.645
VCV_COPD_C060_R014_VT06_RR016_PEEP00_IE033_DEC,COPD,2026-05-07T05:39:53.279810+00:00,True,,60.0,14.0,16,420.0,6.0,0.33,0,decelerating,13.11,7.07,7.07,3.15,0.26,415.28,6.645
VCV_COPD_C060_R014_VT06_RR016_PEEP08_IE100_SQR,COPD,2026-05-07T05:39:53.280218+00:00,True,,60.0,14.0,16,420.0,6.0,1.0,8,square,19.01,15.02,7.02,12.01,0.85,418.88,6.702
VCV_COPD_C060_R014_VT06_RR016_PEEP08_IE100_DEC,COPD,2026-05-07T05:39:53.280626+00:00,True,,60.0,14.0,16,420.0,6.0,1.0,8,decelerating,17.33,15.06,7.06,12.57,0.86,418.88,6.702
VCV_COPD_C060_R014_VT06_RR016_PEEP08_IE050_SQR,COPD,2026-05-07T05:39:53.281035+00:00,True,,60.0,14.0,16,420.0,6.0,0.5,8,square,20.08,15.0,7.0,11.19,0.38,416.64,6.666
VCV_COPD_C060_R014_VT06_RR016_PEEP08_IE050_DEC,COPD,2026-05-07T05:39:53.281443+00:00,True,,60.0,14.0,16,420.0,6.0,0.5,8,decelerating,18.64,15.06,7.06,11.58,0.38,416.64,6.666
VCV_COPD_C060_R014_VT06_RR016_PEEP08_IE033_SQR,COPD,2026-05-07T05:39:53.281853+00:00,True,,60.0,14.0,16,420.0,6.0,0.33,8,square,21.57,15.0,7.0,10.85,0.26,415.28,6.645
VCV_COPD_C060_R014_VT06_RR016_PEEP08_IE033_DEC,COPD,2026-05-07T05:39:53.282264+00:00,True,,60.0,14.0,16,420.0,6.0,0.33,8,decelerating,21.11,15.07,7.07,11.15,0.26,415.28,6.645
VCV_COPD_C060_R014_VT06_RR016_PEEP16_IE100_SQR,COPD,2026-05-07T05:39:53.282674+00:00,True,,60.0,14.0,16,420.0,6.0,1.0,16,square,27.01,23.02,7.02,20.01,0.85,418.88,6.702
VCV_COPD_C060_R014_VT06_RR016_PEEP16_IE100_DEC,COPD,2026-05-07T05:39:53.283083+00:00,True,,60.0,14.0,16,420.0,6.0,1.0,16,decelerating,25.33,23.06,7.06,20.57,0.86,418.88,6.702
VCV_COPD_C060_R014_VT06_RR016_PEEP16_IE050_SQR,COPD,2026-05-07T05:39:53.283493+00:00,True,,60.0,14.0,16,420.0,6.0,0.5,16,square,28.08,23.0,7.0,19.19,0.38,416.64,6.666
VCV_COPD_C060_R014_VT06_RR016_PEEP16_IE050_DEC,COPD,2026-05-07T05:39:53.283902+00:00,True,,60.0,14.0,16,420.0,6.0,0.5,16,decelerating,26.64,23.06,7.06,19.58,0.38,416.64,6.666
VCV_COPD_C060_R014_VT06_RR016_PEEP16_IE033_SQR,COPD,2026-05-07T05:39:53.284310+00:00,True,,60.0,14.0,16,420.0,6.0,0.33,16,square,29.57,23.0,7.0,18.85,0.26,415.28,6.645
VCV_COPD_C060_R014_VT06_RR016_PEEP16_IE033_DEC,COPD,2026-05-07T05:39:53.284731+00:00,True,,60.0,14.0,16,420.0,6.0,0.33,16,decelerating,29.11,23.07,7.07,19.15,0.26,415.28,6.645
VCV_COPD_C060_R014_VT06_RR016_PEEP20_IE100_SQR,COPD,2026-05-07T05:39:53.285146+00:00,True,,60.0,14.0,16,420.0,6.0,1.0,20,square,31.01,27.02,7.02,24.01,0.85,418.88,6.702
VCV_COPD_C060_R014_VT06_RR016_PEEP20_IE100_DEC,COPD,2026-05-07T05:39:53.285554+00:00,True,,60.0,14.0,16,420.0,6.0,1.0,20,decelerating,29.33,27.06,7.06,24.57,0.86,418.88,6.702
VCV_COPD_C060_R014_VT06_RR016_PEEP20_IE050_SQR,COPD,2026-05-07T05:39:53.285964+00:00,True,,60.0,14.0,16,420.0,6.0,0.5,20,square,32.08,27.0,7.0,23.19,0.38,416.64,6.666
VCV_COPD_C060_R014_VT06_RR016_PEEP20_IE050_DEC,COPD,2026-05-07T05:39:53.286370+00:00,True,,60.0,14.0,16,420.0,6.0,0.5,20,decelerating,30.64,27.06,7.06,23.58,0.38,416.64,6.666
VCV_COPD_C060_R014_VT06_RR016_PEEP20_IE033_SQR,COPD,2026-05-07T05:39:53.286778+00:00,True,,60.0,14.0,16,420.0,6.0,0.33,20,square,33.57,27.0,7.0,22.85,0.26,415.28,6.645
VCV_COPD_C060_R014_VT06_RR016_PEEP20_IE033_DEC,COPD,2026-05-07T05:39:53.287185+00:00,True,,60.0,14.0,16,420.0,6.0,0.33,20,decelerating,33.11,27.07,7.07,23.15,0.26,415.28,6.645
VCV_COPD_C060_R014_VT06_RR024_PEEP00_IE100_SQR,COPD,2026-05-07T05:39:53.287580+00:00,True,,60.0,14.0,24,420.0,6.0,1.0,0,square,13.78,7.0,7.0,5.42,2.07,416.64,9.999
VCV_COPD_C060_R014_VT06_RR024_PEEP00_IE100_DEC,COPD,2026-05-07T05:39:53.287970+00:00,True,,60.0,14.0,24,420.0,6.0,1.0,0,decelerating,12.34,7.06,7.06,5.99,2.09,416.64,9.999
VCV_COPD_C060_R014_VT06_RR024_PEEP00_IE050_SQR,COPD,2026-05-07T05:39:53.288372+00:00,True,,60.0,14.0,24,420.0,6.0,0.5,0,square,15.15,6.97,6.97,4.29,1.13,413.28,9.919
VCV_COPD_C060_R014_VT06_RR024_PEEP00_IE050_DEC,COPD,2026-05-07T05:39:53.288769+00:00,True,,60.0,14.0,24,420.0,6.0,0.5,0,decelerating,15.42,7.06,7.06,4.68,1.14,413.28,9.919
VCV_COPD_C060_R014_VT06_RR024_PEEP00_IE033_SQR,COPD,2026-05-07T05:39:53.289170+00:00,True,,60.0,14.0,24,420.0,6.0,0.33,0,square,17.32,7.0,7.0,3.88,0.85,413.03,9.913
VCV_COPD_C060_R014_VT06_RR024_PEEP00_IE033_DEC,COPD,2026-05-07T05:39:53.289570+00:00,True,,60.0,14.0,24,420.0,6.0,0.33,0,decelerating,20.04,7.11,7.11,4.2,0.86,413.03,9.913
VCV_COPD_C060_R014_VT06_RR024_PEEP08_IE100_SQR,COPD,2026-05-07T05:39:53.289958+00:00,True,,60.0,14.0,24,420.0,6.0,1.0,8,square,21.78,15.0,7.0,13.42,2.07,416.64,9.999
VCV_COPD_C060_R014_VT06_RR024_PEEP08_IE100_DEC,COPD,2026-05-07T05:39:53.290346+00:00,True,,60.0,14.0,24,420.0,6.0,1.0,8,decelerating,20.34,15.06,7.06,13.99,2.09,416.64,9.999
VCV_COPD_C060_R014_VT06_RR024_PEEP08_IE050_SQR,COPD,2026-05-07T05:39:53.290741+00:00,True,,60.0,14.0,24,420.0,6.0,0.5,8,square,23.15,14.97,6.97,12.29,1.13,413.28,9.919
VCV_COPD_C060_R014_VT06_RR024_PEEP08_IE050_DEC,COPD,2026-05-07T05:39:53.291136+00:00,True,,60.0,14.0,24,420.0,6.0,0.5,8,decelerating,23.42,15.06,7.06,12.68,1.14,413.28,9.919
VCV_COPD_C060_R014_VT06_RR024_PEEP08_IE033_SQR,COPD,2026-05-07T05:39:53.291533+00:00,True,,60.0,14.0,24,420.0,6.0,0.33,8,square,25.32,15.0,7.0,11.88,0.85,413.03,9.913
