scenario_id,condition,generated_at,is_valid,invalid_reason,compliance_mL_per_cmH2O,resistance_cmH2O_L_s,respiratory_rate,insp_pressure_cmH2O,ie_ratio,peep_cmH2O,rise_time_s,ppeak_cmH2O,delivered_vt_mL,driving_p_cmH2O,mean_paw_cmH2O,auto_peep_cmH2O,fill_fraction,minute_vent_L,time_to_peak_flow_s
PCV_COPD_C060_R020_P035_RR016_PEEP16_IE100_RT020,COPD,2026-05-07T09:04:57.808153+00:00,False,PPeak 51.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,16,35,1.0,16,0.2,51.0,1329.55,35.0,32.57,5.97,0.7524,21.273,0.21
PCV_COPD_C060_R020_P035_RR016_PEEP16_IE100_RT040,COPD,2026-05-07T09:04:58.042221+00:00,False,PPeak 51.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,16,35,1.0,16,0.4,51.0,1310.04,35.0,31.63,5.81,0.7075,20.961,0.4
PCV_COPD_C060_R020_P035_RR016_PEEP16_IE050_RT000,COPD,2026-05-07T09:04:58.284043+00:00,False,PPeak 51.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,16,35,0.5,16,0.0,51.0,1244.44,35.0,27.67,2.97,0.6471,19.911,0.0
PCV_COPD_C060_R020_P035_RR016_PEEP16_IE050_RT020,COPD,2026-05-07T09:04:58.519911+00:00,False,PPeak 51.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,16,35,0.5,16,0.2,51.0,1184.62,35.0,26.69,2.83,0.5831,18.954,0.21
PCV_COPD_C060_R020_P035_RR016_PEEP16_IE050_RT040,COPD,2026-05-07T09:04:58.757641+00:00,False,PPeak 51.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,16,35,0.5,16,0.4,51.0,1117.59,35.0,25.75,2.67,0.5075,17.881,0.4
PCV_COPD_C060_R020_P035_RR016_PEEP16_IE033_RT000,COPD,2026-05-07T09:04:59.001229+00:00,False,PPeak 51.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,16,35,0.33,16,0.0,51.0,1071.55,35.0,24.77,1.9,0.5395,17.145,0.0
PCV_COPD_C060_R020_P035_RR016_PEEP16_IE033_RT020,COPD,2026-05-07T09:04:59.234106+00:00,False,PPeak 51.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,16,35,0.33,16,0.2,51.0,990.85,35.0,23.79,1.76,0.4559,15.854,0.21
PCV_COPD_C060_R020_P035_RR016_PEEP16_IE033_RT040,COPD,2026-05-07T09:04:59.470161+00:00,False,PPeak 51.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,16,35,0.33,16,0.4,51.0,900.52,35.0,22.86,1.6,0.3573,14.408,0.4
PCV_COPD_C060_R020_P035_RR016_PEEP20_IE100_RT000,COPD,2026-05-07T09:04:59.709012+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,16,35,1.0,20,0.0,55.0,1245.24,35.0,37.55,6.12,0.7904,19.924,0.0
PCV_COPD_C060_R020_P035_RR016_PEEP20_IE100_RT020,COPD,2026-05-07T09:04:59.942480+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,16,35,1.0,20,0.2,55.0,1329.55,35.0,36.57,5.97,0.7524,21.273,0.21
PCV_COPD_C060_R020_P035_RR016_PEEP20_IE100_RT040,COPD,2026-05-07T09:05:00.177324+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,16,35,1.0,20,0.4,55.0,1310.04,35.0,35.63,5.81,0.7075,20.961,0.4
PCV_COPD_C060_R020_P035_RR016_PEEP20_IE050_RT000,COPD,2026-05-07T09:05:00.418774+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,16,35,0.5,20,0.0,55.0,1244.44,35.0,31.67,2.97,0.6471,19.911,0.0
PCV_COPD_C060_R020_P035_RR016_PEEP20_IE050_RT020,COPD,2026-05-07T09:05:00.651217+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,16,35,0.5,20,0.2,55.0,1184.62,35.0,30.69,2.83,0.5831,18.954,0.21
PCV_COPD_C060_R020_P035_RR016_PEEP20_IE050_RT040,COPD,2026-05-07T09:05:00.884616+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,16,35,0.5,20,0.4,55.0,1117.59,35.0,29.75,2.67,0.5075,17.881,0.4
PCV_COPD_C060_R020_P035_RR016_PEEP20_IE033_RT000,COPD,2026-05-07T09:05:01.125773+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,16,35,0.33,20,0.0,55.0,1071.55,35.0,28.77,1.9,0.5395,17.145,0.0
PCV_COPD_C060_R020_P035_RR016_PEEP20_IE033_RT020,COPD,2026-05-07T09:05:01.358140+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,16,35,0.33,20,0.2,55.0,990.85,35.0,27.79,1.76,0.4559,15.854,0.21
PCV_COPD_C060_R020_P035_RR016_PEEP20_IE033_RT040,COPD,2026-05-07T09:05:01.591693+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,16,35,0.33,20,0.4,55.0,900.52,35.0,26.86,1.6,0.3573,14.408,0.4
PCV_COPD_C060_R020_P035_RR024_PEEP00_IE100_RT000,COPD,2026-05-07T09:05:01.757417+00:00,False,Delivered VT 1004 mL exceeds maximum (840 mL = 12 mL/kg IBW),60.0,20.0,24,35,1.0,0,0.0,35.0,1004.47,35.0,17.5,9.21,0.6471,24.107,0.0
PCV_COPD_C060_R020_P035_RR024_PEEP00_IE100_RT020,COPD,2026-05-07T09:05:01.916414+00:00,False,Delivered VT 956 mL exceeds maximum (840 mL = 12 mL/kg IBW),60.0,20.0,24,35,1.0,0,0.2,35.0,956.18,35.0,16.03,8.76,0.5831,22.948,0.21
PCV_COPD_C060_R020_P035_RR024_PEEP00_IE100_RT040,COPD,2026-05-07T09:05:02.074372+00:00,False,Delivered VT 902 mL exceeds maximum (840 mL = 12 mL/kg IBW),60.0,20.0,24,35,1.0,0,0.4,35.0,902.17,35.0,14.63,8.27,0.5075,21.652,0.4
PCV_COPD_C060_R020_P035_RR024_PEEP00_IE050_RT000,COPD,2026-05-07T09:05:02.238819+00:00,False,Delivered VT 899 mL exceeds maximum (840 mL = 12 mL/kg IBW),60.0,20.0,24,35,0.5,0,0.0,35.0,898.94,35.0,11.76,5.03,0.5006,21.575,0.0
PCV_COPD_C060_R020_P035_RR024_PEEP00_IE050_RT020,COPD,2026-05-07T09:05:02.396917+00:00,True,,60.0,20.0,24,35,0.5,0,0.2,35.0,819.38,35.0,10.29,4.59,0.4101,19.665,0.21
PCV_COPD_C060_R020_P035_RR024_PEEP00_IE050_RT040,COPD,2026-05-07T09:05:02.556047+00:00,True,,60.0,20.0,24,35,0.5,0,0.4,35.0,730.33,35.0,8.89,4.09,0.3031,17.528,0.4
PCV_COPD_C060_R020_P035_RR024_PEEP00_IE033_RT000,COPD,2026-05-07T09:05:02.725696+00:00,True,,60.0,20.0,24,35,0.33,0,0.0,35.0,765.77,35.0,8.82,3.4,0.4036,18.378,0.0
PCV_COPD_C060_R020_P035_RR024_PEEP00_IE033_RT020,COPD,2026-05-07T09:05:02.885018+00:00,True,,60.0,20.0,24,35,0.33,0,0.2,35.0,665.97,35.0,7.35,2.95,0.2955,15.983,0.21
PCV_COPD_C060_R020_P035_RR024_PEEP00_IE033_RT040,COPD,2026-05-07T09:05:03.042454+00:00,True,,60.0,20.0,24,35,0.33,0,0.4,35.0,606.0,35.0,6.58,2.69,0.2278,14.544,0.32
PCV_COPD_C060_R020_P035_RR024_PEEP08_IE100_RT000,COPD,2026-05-07T09:05:03.205600+00:00,False,Delivered VT 1004 mL exceeds maximum (840 mL = 12 mL/kg IBW),60.0,20.0,24,35,1.0,8,0.0,43.0,1004.47,35.0,25.5,9.21,0.6471,24.107,0.0
PCV_COPD_C060_R020_P035_RR024_PEEP08_IE100_RT020,COPD,2026-05-07T09:05:03.363263+00:00,False,Delivered VT 956 mL exceeds maximum (840 mL = 12 mL/kg IBW),60.0,20.0,24,35,1.0,8,0.2,43.0,956.18,35.0,24.03,8.76,0.5831,22.948,0.21
PCV_COPD_C060_R020_P035_RR024_PEEP08_IE100_RT040,COPD,2026-05-07T09:05:03.521063+00:00,False,Delivered VT 902 mL exceeds maximum (840 mL = 12 mL/kg IBW),60.0,20.0,24,35,1.0,8,0.4,43.0,902.17,35.0,22.63,8.27,0.5075,21.652,0.4
PCV_COPD_C060_R020_P035_RR024_PEEP08_IE050_RT000,COPD,2026-05-07T09:05:03.695949+00:00,False,Delivered VT 899 mL exceeds maximum (840 mL = 12 mL/kg IBW),60.0,20.0,24,35,0.5,8,0.0,43.0,898.94,35.0,19.76,5.03,0.5006,21.575,0.0
PCV_COPD_C060_R020_P035_RR024_PEEP08_IE050_RT020,COPD,2026-05-07T09:05:03.854537+00:00,True,,60.0,20.0,24,35,0.5,8,0.2,43.0,819.38,35.0,18.29,4.59,0.4101,19.665,0.21
PCV_COPD_C060_R020_P035_RR024_PEEP08_IE050_RT040,COPD,2026-05-07T09:05:04.015428+00:00,True,,60.0,20.0,24,35,0.5,8,0.4,43.0,730.33,35.0,16.89,4.09,0.3031,17.528,0.4
PCV_COPD_C060_R020_P035_RR024_PEEP08_IE033_RT000,COPD,2026-05-07T09:05:04.183777+00:00,True,,60.0,20.0,24,35,0.33,8,0.0,43.0,765.77,35.0,16.82,3.4,0.4036,18.378,0.0
PCV_COPD_C060_R020_P035_RR024_PEEP08_IE033_RT020,COPD,2026-05-07T09:05:04.354106+00:00,True,,60.0,20.0,24,35,0.33,8,0.2,43.0,665.97,35.0,15.35,2.95,0.2955,15.983,0.21
PCV_COPD_C060_R020_P035_RR024_PEEP08_IE033_RT040,COPD,2026-05-07T09:05:04.513647+00:00,True,,60.0,20.0,24,35,0.33,8,0.4,43.0,606.0,35.0,14.58,2.69,0.2278,14.544,0.32
PCV_COPD_C060_R020_P035_RR024_PEEP16_IE100_RT000,COPD,2026-05-07T09:05:04.678118+00:00,False,PPeak 51.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,24,35,1.0,16,0.0,51.0,1004.47,35.0,33.5,9.21,0.6471,24.107,0.0
PCV_COPD_C060_R020_P035_RR024_PEEP16_IE100_RT020,COPD,2026-05-07T09:05:04.836790+00:00,False,PPeak 51.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,24,35,1.0,16,0.2,51.0,956.18,35.0,32.03,8.76,0.5831,22.948,0.21
PCV_COPD_C060_R020_P035_RR024_PEEP16_IE100_RT040,COPD,2026-05-07T09:05:04.994690+00:00,False,PPeak 51.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,24,35,1.0,16,0.4,51.0,902.17,35.0,30.63,8.27,0.5075,21.652,0.4
PCV_COPD_C060_R020_P035_RR024_PEEP16_IE050_RT000,COPD,2026-05-07T09:05:05.159642+00:00,False,PPeak 51.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,24,35,0.5,16,0.0,51.0,898.94,35.0,27.76,5.03,0.5006,21.575,0.0
PCV_COPD_C060_R020_P035_RR024_PEEP16_IE050_RT020,COPD,2026-05-07T09:05:05.317544+00:00,False,PPeak 51.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,24,35,0.5,16,0.2,51.0,819.38,35.0,26.29,4.59,0.4101,19.665,0.21
PCV_COPD_C060_R020_P035_RR024_PEEP16_IE050_RT040,COPD,2026-05-07T09:05:05.476901+00:00,False,PPeak 51.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,24,35,0.5,16,0.4,51.0,730.33,35.0,24.89,4.09,0.3031,17.528,0.4
PCV_COPD_C060_R020_P035_RR024_PEEP16_IE033_RT000,COPD,2026-05-07T09:05:05.643951+00:00,False,PPeak 51.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,24,35,0.33,16,0.0,51.0,765.77,35.0,24.82,3.4,0.4036,18.378,0.0
PCV_COPD_C060_R020_P035_RR024_PEEP16_IE033_RT020,COPD,2026-05-07T09:05:05.801985+00:00,False,PPeak 51.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,24,35,0.33,16,0.2,51.0,665.97,35.0,23.35,2.95,0.2955,15.983,0.21
PCV_COPD_C060_R020_P035_RR024_PEEP16_IE033_RT040,COPD,2026-05-07T09:05:05.959837+00:00,False,PPeak 51.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,24,35,0.33,16,0.4,51.0,606.0,35.0,22.58,2.69,0.2278,14.544,0.32
PCV_COPD_C060_R020_P035_RR024_PEEP20_IE100_RT000,COPD,2026-05-07T09:05:06.122479+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,24,35,1.0,20,0.0,55.0,1004.47,35.0,37.5,9.21,0.6471,24.107,0.0
PCV_COPD_C060_R020_P035_RR024_PEEP20_IE100_RT020,COPD,2026-05-07T09:05:06.279779+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,24,35,1.0,20,0.2,55.0,956.18,35.0,36.03,8.76,0.5831,22.948,0.21
PCV_COPD_C060_R020_P035_RR024_PEEP20_IE100_RT040,COPD,2026-05-07T09:05:06.437343+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,24,35,1.0,20,0.4,55.0,902.17,35.0,34.63,8.27,0.5075,21.652,0.4
PCV_COPD_C060_R020_P035_RR024_PEEP20_IE050_RT000,COPD,2026-05-07T09:05:06.601274+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,24,35,0.5,20,0.0,55.0,898.94,35.0,31.76,5.03,0.5006,21.575,0.0
PCV_COPD_C060_R020_P035_RR024_PEEP20_IE050_RT020,COPD,2026-05-07T09:05:06.758572+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,24,35,0.5,20,0.2,55.0,819.38,35.0,30.29,4.59,0.4101,19.665,0.21
PCV_COPD_C060_R020_P035_RR024_PEEP20_IE050_RT040,COPD,2026-05-07T09:05:06.917919+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,24,35,0.5,20,0.4,55.0,730.33,35.0,28.89,4.09,0.3031,17.528,0.4
PCV_COPD_C060_R020_P035_RR024_PEEP20_IE033_RT000,COPD,2026-05-07T09:05:07.084616+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,24,35,0.33,20,0.0,55.0,765.77,35.0,28.82,3.4,0.4036,18.378,0.0
PCV_COPD_C060_R020_P035_RR024_PEEP20_IE033_RT020,COPD,2026-05-07T09:05:07.242608+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,24,35,0.33,20,0.2,55.0,665.97,35.0,27.35,2.95,0.2955,15.983,0.21
PCV_COPD_C060_R020_P035_RR024_PEEP20_IE033_RT040,COPD,2026-05-07T09:05:07.400135+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,24,35,0.33,20,0.4,55.0,606.0,35.0,26.58,2.69,0.2278,14.544,0.32
PCV_COPD_C060_R020_P035_RR030_PEEP00_IE100_RT000,COPD,2026-05-07T09:05:07.533925+00:00,True,,60.0,20.0,30,35,1.0,0,0.0,35.0,827.66,35.0,17.5,10.69,0.5654,24.83,0.0
PCV_COPD_C060_R020_P035_RR030_PEEP00_IE100_RT020,COPD,2026-05-07T09:05:07.660833+00:00,True,,60.0,20.0,30,35,1.0,0,0.2,35.0,771.52,35.0,15.66,9.97,0.4866,23.146,0.21
PCV_COPD_C060_R020_P035_RR030_PEEP00_IE100_RT040,COPD,2026-05-07T09:05:07.788053+00:00,True,,60.0,20.0,30,35,1.0,0,0.4,35.0,708.82,35.0,13.91,9.16,0.3935,21.264,0.4
PCV_COPD_C060_R020_P035_RR030_PEEP00_IE050_RT000,COPD,2026-05-07T09:05:07.920915+00:00,True,,60.0,20.0,30,35,0.5,0,0.0,35.0,737.13,35.0,11.72,6.1,0.4262,22.114,0.0
PCV_COPD_C060_R020_P035_RR030_PEEP00_IE050_RT020,COPD,2026-05-07T09:05:08.049572+00:00,True,,60.0,20.0,30,35,0.5,0,0.2,35.0,649.69,35.0,9.89,5.38,0.3222,19.491,0.21
PCV_COPD_C060_R020_P035_RR030_PEEP00_IE050_RT040,COPD,2026-05-07T09:05:08.177754+00:00,True,,60.0,20.0,30,35,0.5,0,0.4,35.0,585.72,35.0,8.72,4.85,0.2425,17.572,0.34
PCV_COPD_C060_R020_P035_RR030_PEEP00_IE033_RT000,COPD,2026-05-07T09:05:08.312273+00:00,True,,60.0,20.0,30,35,0.33,0,0.0,35.0,623.66,35.0,8.75,4.21,0.3387,18.71,0.0
PCV_COPD_C060_R020_P035_RR030_PEEP00_IE033_RT020,COPD,2026-05-07T09:05:08.441008+00:00,True,,60.0,20.0,30,35,0.33,0,0.2,35.0,516.23,35.0,6.91,3.48,0.2188,15.487,0.21
PCV_COPD_C060_R020_P035_RR030_PEEP00_IE033_RT040,COPD,2026-05-07T09:05:08.571074+00:00,False,Fill fraction 0.187 below minimum (0.2) — lung barely fills at these mechanics and inspiratory time,60.0,20.0,30,35,0.33,0,0.4,35.0,488.55,35.0,6.49,3.3,0.1868,14.656,0.25
PCV_COPD_C060_R020_P035_RR030_PEEP08_IE100_RT000,COPD,2026-05-07T09:05:08.707854+00:00,True,,60.0,20.0,30,35,1.0,8,0.0,43.0,827.66,35.0,25.5,10.69,0.5654,24.83,0.0
PCV_COPD_C060_R020_P035_RR030_PEEP08_IE100_RT020,COPD,2026-05-07T09:05:08.836528+00:00,True,,60.0,20.0,30,35,1.0,8,0.2,43.0,771.52,35.0,23.66,9.97,0.4866,23.146,0.21
PCV_COPD_C060_R020_P035_RR030_PEEP08_IE100_RT040,COPD,2026-05-07T09:05:08.965248+00:00,True,,60.0,20.0,30,35,1.0,8,0.4,43.0,708.82,35.0,21.91,9.16,0.3935,21.264,0.4
PCV_COPD_C060_R020_P035_RR030_PEEP08_IE050_RT000,COPD,2026-05-07T09:05:09.098403+00:00,True,,60.0,20.0,30,35,0.5,8,0.0,43.0,737.13,35.0,19.73,6.1,0.4262,22.114,0.0
PCV_COPD_C060_R020_P035_RR030_PEEP08_IE050_RT020,COPD,2026-05-07T09:05:09.227443+00:00,True,,60.0,20.0,30,35,0.5,8,0.2,43.0,649.68,35.0,17.89,5.38,0.3222,19.49,0.21
PCV_COPD_C060_R020_P035_RR030_PEEP08_IE050_RT040,COPD,2026-05-07T09:05:09.356455+00:00,True,,60.0,20.0,30,35,0.5,8,0.4,43.0,585.72,35.0,16.72,4.85,0.2425,17.572,0.34
PCV_COPD_C060_R020_P035_RR030_PEEP08_IE033_RT000,COPD,2026-05-07T09:05:09.490899+00:00,True,,60.0,20.0,30,35,0.33,8,0.0,43.0,623.66,35.0,16.75,4.21,0.3387,18.71,0.0
PCV_COPD_C060_R020_P035_RR030_PEEP08_IE033_RT020,COPD,2026-05-07T09:05:09.619839+00:00,True,,60.0,20.0,30,35,0.33,8,0.2,43.0,516.23,35.0,14.91,3.48,0.2188,15.487,0.21
PCV_COPD_C060_R020_P035_RR030_PEEP08_IE033_RT040,COPD,2026-05-07T09:05:09.747587+00:00,False,Fill fraction 0.187 below minimum (0.2) — lung barely fills at these mechanics and inspiratory time,60.0,20.0,30,35,0.33,8,0.4,43.0,488.55,35.0,14.49,3.3,0.1868,14.656,0.25
PCV_COPD_C060_R020_P035_RR030_PEEP16_IE100_RT000,COPD,2026-05-07T09:05:09.882287+00:00,False,PPeak 51.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,30,35,1.0,16,0.0,51.0,827.66,35.0,33.5,10.69,0.5654,24.83,0.0
PCV_COPD_C060_R020_P035_RR030_PEEP16_IE100_RT020,COPD,2026-05-07T09:05:10.009756+00:00,False,PPeak 51.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,30,35,1.0,16,0.2,51.0,771.52,35.0,31.66,9.97,0.4866,23.146,0.21
PCV_COPD_C060_R020_P035_RR030_PEEP16_IE100_RT040,COPD,2026-05-07T09:05:10.140459+00:00,False,PPeak 51.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,30,35,1.0,16,0.4,51.0,708.82,35.0,29.91,9.16,0.3935,21.264,0.4
PCV_COPD_C060_R020_P035_RR030_PEEP16_IE050_RT000,COPD,2026-05-07T09:05:10.273206+00:00,False,PPeak 51.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,30,35,0.5,16,0.0,51.0,737.13,35.0,27.73,6.1,0.4262,22.114,0.0
PCV_COPD_C060_R020_P035_RR030_PEEP16_IE050_RT020,COPD,2026-05-07T09:05:10.402157+00:00,False,PPeak 51.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,30,35,0.5,16,0.2,51.0,649.72,35.0,25.89,5.38,0.3222,19.492,0.21
PCV_COPD_C060_R020_P035_RR030_PEEP16_IE050_RT040,COPD,2026-05-07T09:05:10.530308+00:00,False,PPeak 51.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,30,35,0.5,16,0.4,51.0,585.72,35.0,24.72,4.85,0.2425,17.572,0.34
PCV_COPD_C060_R020_P035_RR030_PEEP16_IE033_RT000,COPD,2026-05-07T09:05:10.664598+00:00,False,PPeak 51.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,30,35,0.33,16,0.0,51.0,623.66,35.0,24.75,4.21,0.3387,18.71,0.0
PCV_COPD_C060_R020_P035_RR030_PEEP16_IE033_RT020,COPD,2026-05-07T09:05:10.794016+00:00,False,PPeak 51.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,30,35,0.33,16,0.2,51.0,516.23,35.0,22.91,3.48,0.2188,15.487,0.21
PCV_COPD_C060_R020_P035_RR030_PEEP16_IE033_RT040,COPD,2026-05-07T09:05:10.921707+00:00,False,PPeak 51.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,30,35,0.33,16,0.4,51.0,488.55,35.0,22.49,3.3,0.1868,14.656,0.25
PCV_COPD_C060_R020_P035_RR030_PEEP20_IE100_RT000,COPD,2026-05-07T09:05:11.055422+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,30,35,1.0,20,0.0,55.0,827.66,35.0,37.5,10.69,0.5654,24.83,0.0
PCV_COPD_C060_R020_P035_RR030_PEEP20_IE100_RT020,COPD,2026-05-07T09:05:11.182086+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,30,35,1.0,20,0.2,55.0,771.52,35.0,35.66,9.97,0.4866,23.146,0.21
PCV_COPD_C060_R020_P035_RR030_PEEP20_IE100_RT040,COPD,2026-05-07T09:05:11.309347+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,30,35,1.0,20,0.4,55.0,708.82,35.0,33.91,9.16,0.3935,21.264,0.4
PCV_COPD_C060_R020_P035_RR030_PEEP20_IE050_RT000,COPD,2026-05-07T09:05:11.442136+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,30,35,0.5,20,0.0,55.0,737.13,35.0,31.73,6.1,0.4262,22.114,0.0
PCV_COPD_C060_R020_P035_RR030_PEEP20_IE050_RT020,COPD,2026-05-07T09:05:11.570857+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,30,35,0.5,20,0.2,55.0,649.72,35.0,29.89,5.38,0.3222,19.492,0.21
PCV_COPD_C060_R020_P035_RR030_PEEP20_IE050_RT040,COPD,2026-05-07T09:05:11.699048+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,30,35,0.5,20,0.4,55.0,585.72,35.0,28.72,4.85,0.2425,17.572,0.34
PCV_COPD_C060_R020_P035_RR030_PEEP20_IE033_RT000,COPD,2026-05-07T09:05:11.833291+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,30,35,0.33,20,0.0,55.0,623.66,35.0,28.75,4.21,0.3387,18.71,0.0
PCV_COPD_C060_R020_P035_RR030_PEEP20_IE033_RT020,COPD,2026-05-07T09:05:11.962807+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,30,35,0.33,20,0.2,55.0,516.23,35.0,26.91,3.48,0.2188,15.487,0.21
PCV_COPD_C060_R020_P035_RR030_PEEP20_IE033_RT040,COPD,2026-05-07T09:05:12.090504+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),60.0,20.0,30,35,0.33,20,0.4,55.0,488.55,35.0,26.49,3.3,0.1868,14.656,0.25
PCV_COPD_C070_R010_P005_RR008_PEEP00_IE100_RT000,COPD,2026-05-07T09:05:12.567161+00:00,True,,70.0,10.0,8,5,1.0,0,0.0,5.0,346.7,5.0,2.5,0.02,0.9953,2.774,0.0
PCV_COPD_C070_R010_P005_RR008_PEEP00_IE100_RT020,COPD,2026-05-07T09:05:13.032827+00:00,True,,70.0,10.0,8,5,1.0,0,0.2,5.0,346.45,5.0,2.43,0.02,0.9937,2.772,0.21
PCV_COPD_C070_R010_P005_RR008_PEEP00_IE100_RT040,COPD,2026-05-07T09:05:13.494780+00:00,True,,70.0,10.0,8,5,1.0,0,0.4,5.0,346.14,5.0,2.36,0.02,0.9917,2.769,0.4
PCV_COPD_C070_R010_P005_RR008_PEEP00_IE050_RT000,COPD,2026-05-07T09:05:13.977050+00:00,True,,70.0,10.0,8,5,0.5,0,0.0,5.0,339.89,5.0,1.67,0.0,0.9719,2.719,0.0
PCV_COPD_C070_R010_P005_RR008_PEEP00_IE050_RT020,COPD,2026-05-07T09:05:14.439154+00:00,True,,70.0,10.0,8,5,0.5,0,0.2,5.0,338.34,5.0,1.6,0.0,0.9626,2.707,0.21
PCV_COPD_C070_R010_P005_RR008_PEEP00_IE050_RT040,COPD,2026-05-07T09:05:14.904690+00:00,True,,70.0,10.0,8,5,0.5,0,0.4,5.0,336.43,5.0,1.53,0.0,0.9502,2.691,0.4
PCV_COPD_C070_R010_P005_RR008_PEEP00_IE033_RT000,COPD,2026-05-07T09:05:15.378131+00:00,True,,70.0,10.0,8,5,0.33,0,0.0,5.0,325.35,5.0,1.25,0.0,0.9299,2.603,0.0
PCV_COPD_C070_R010_P005_RR008_PEEP00_IE033_RT020,COPD,2026-05-07T09:05:15.839628+00:00,True,,70.0,10.0,8,5,0.33,0,0.2,5.0,321.49,5.0,1.18,0.0,0.9068,2.572,0.21
PCV_COPD_C070_R010_P005_RR008_PEEP00_IE033_RT040,COPD,2026-05-07T09:05:16.302868+00:00,True,,70.0,10.0,8,5,0.33,0,0.4,5.0,316.79,5.0,1.11,0.0,0.8759,2.534,0.4
